,open,open close,close,area,address,name,mub,b_day,franchise,size,addr,영업상태
1978,2016-09-30,3,2019-05-10,27.57,서구,사주다방,2,952,2,1,6,폐업
1979,2016-10-06,3,2018-03-19,9.0,서구,커피1번가,2,529,2,1,6,폐업
1980,2017-01-05,3,2019-11-08,61.5,서구,도자카페채움,2,1037,2,3,6,폐업
1981,2017-01-16,3,2018-12-10,23.59,서구,커피유,2,693,2,1,6,폐업
1982,2017-04-27,3,2018-04-18,75.4,서구,스마트타임커피,2,356,2,3,6,폐업
1983,2009-02-11,3,2010-12-07,24.5,서구,코지,2,664,2,1,6,폐업
1984,2014-05-01,3,2015-01-21,60.72,서구,빙고뱅고,2,265,2,3,6,폐업
1985,2014-05-13,3,2016-06-09,96.59,서구,까페빙수야,2,758,2,4,6,폐업
1986,2009-05-04,3,2021-07-05,37.8,서구,다인 커피숍,2,4445,2,2,6,폐업
1987,2014-07-18,3,2017-01-20,17.85,서구,커피마을,2,917,2,1,6,폐업
1988,2014-07-21,3,2014-12-31,39.0,서구,Cafe apopo,2,163,2,2,6,폐업
1989,2014-08-12,3,2019-01-07,52.5,서구,카페공공,2,1609,2,3,6,폐업
1990,2014-08-13,3,2020-08-14,11.56,서구,파스쿠찌,2,2193,2,1,6,폐업
1991,2010-01-25,3,2014-09-19,25.35,서구,마시멜로,2,1698,2,1,6,폐업
1992,2010-09-03,3,2020-09-04,27.33,서구,청수커피숍,2,3654,2,1,6,폐업
1993,2010-09-16,3,2011-10-17,91.98,서구,하늘커피숍,2,396,2,4,6,폐업
1994,2011-04-21,3,2017-07-13,32.76,서구,커피점빵,2,2275,1,2,6,폐업
1995,2011-04-27,3,2019-12-04,92.84,서구,아고아,2,3143,2,4,6,폐업
1996,2011-07-21,3,2014-08-12,10.4,서구,컵스커피,2,1118,2,1,6,폐업
1997,2011-07-28,3,2012-01-11,65.51,서구,더 팍스 커피,2,167,2,3,6,폐업
1998,2014-11-14,3,2016-03-21,15.37,서구,러브어썸,2,493,2,1,6,폐업
1999,2014-11-14,3,2016-07-22,51.83,서구,Cafe in,2,616,2,3,6,폐업
2000,2014-11-27,3,2018-11-28,56.31,서구,cafe Monde,2,1462,2,3,6,폐업
2001,2014-12-09,3,2017-06-29,23.45,서구,노랑카페,2,933,2,1,6,폐업
2002,2014-12-12,3,2017-10-23,20.74,서구,스마트 타임 커피,2,1046,2,1,6,폐업
2003,2010-06-08,3,2016-03-11,27.88,서구,봉스커피,2,2103,2,1,6,폐업
2004,2010-06-14,3,2014-10-23,27.92,서구,시애틀의잠못이루는밤,2,1592,2,1,6,폐업
2005,2010-07-06,3,2018-05-28,57.91,서구,커피타임,2,2883,2,3,6,폐업
2006,2015-03-06,3,2016-01-04,13.0,서구,칼라패밀리(calafamily),2,304,2,1,6,폐업
2007,2015-06-18,3,2016-06-13,49.04,서구,투샷커피,2,361,2,3,6,폐업
2008,2015-07-13,3,2015-11-16,32.4,서구,힐링스토리,2,126,2,2,6,폐업
2009,2010-12-08,3,2011-02-22,38.38,서구,커피생각,2,76,2,2,6,폐업
2010,2010-12-14,3,2013-12-31,39.36,서구,보리수커피숍,2,1113,2,2,6,폐업
2011,2011-01-13,3,2011-05-31,23.1,서구,티파니,2,138,2,1,6,폐업
2012,2011-02-15,3,2016-12-21,29.23,서구,마사커피광장점,2,2136,1,2,6,폐업
2013,2011-04-07,3,2013-03-26,89.3,서구,댄디,2,719,2,4,6,폐업
2014,2015-12-08,3,2018-08-09,90.1,서구,카페알라딘,2,975,2,4,6,폐업
2015,2011-05-18,3,2016-05-24,33.67,서구,이가채프커피,2,1833,2,2,6,폐업
2016,2011-06-27,3,2016-07-04,22.01,서구,커피 테이불,2,1834,2,1,6,폐업
2017,2015-04-08,3,2019-11-12,50.6,서구,카페수다,2,1679,2,3,6,폐업
2018,2011-06-27,3,2012-06-26,26.52,서구,쵸코비아,2,365,2,1,6,폐업
2019,2011-07-20,3,2020-04-13,41.31,서구,에스프레소,2,3190,2,2,6,폐업
2020,2016-05-30,3,2018-12-19,41.08,서구,이가채프,2,933,2,2,6,폐업
2021,2011-10-27,3,2018-11-02,222.26,서구,스타벅스 두류역점,2,2563,1,4,6,폐업
2022,2017-04-03,3,2018-01-04,12.6,서구,커피앤스토리 사주카페,2,276,2,1,6,폐업
2023,2017-04-18,3,2018-04-11,21.12,서구,에녹커피,2,358,2,1,6,폐업
2024,2017-04-25,3,2019-10-28,18.31,서구,커피마을,2,916,2,1,6,폐업
2025,2016-06-23,3,2018-03-05,129.72,서구,하바나익스프레스,2,620,2,4,6,폐업
2026,2011-08-30,3,2014-06-02,64.0,서구,탑 커피,2,1007,2,3,6,폐업
2027,2011-09-26,3,2017-06-20,101.25,서구,Modi(모디),2,2094,2,4,6,폐업
2028,2011-10-04,3,2014-05-26,49.08,서구,최가커피,2,965,2,3,6,폐업
2029,2014-04-03,3,2021-05-26,15.0,서구,맘스커피(Mom's Coffee),2,2610,2,1,6,폐업
2030,2017-06-05,3,2019-09-20,38.02,서구,당신,2,837,2,2,6,폐업
2031,2017-06-09,3,2018-11-05,43.23,서구,빌리브라운,2,514,2,2,6,폐업
2032,2017-06-13,3,2018-12-11,17.59,서구,차차차,2,546,2,1,6,폐업
2033,2017-08-16,3,2018-03-15,21.57,서구,커피앤사주타로카페,2,211,2,1,6,폐업
2034,2017-07-03,3,2017-07-13,59.73,서구,어쩌다카페,2,10,2,3,6,폐업
2035,2017-09-06,3,2018-11-20,29.3,서구,커피한잔할래요,2,440,2,2,6,폐업
2036,2009-09-09,3,2013-04-15,45.24,서구,민커피숍,2,1314,2,2,6,폐업
2037,2011-04-21,3,2018-04-30,123.36,서구,아담브릿지,2,2566,2,4,6,폐업
2038,2015-12-15,3,2016-11-08,43.5,서구,투데이로스팅커피신평리점,2,329,1,2,6,폐업
2039,2018-09-06,3,2019-10-22,18.51,서구,별따라이야기,2,411,2,1,6,폐업
2040,2018-07-27,3,2019-03-27,187.27,서구,카페재충전,2,243,2,4,6,폐업
2041,2018-08-09,3,2019-09-26,59.52,서구,나미상점,2,413,1,3,6,폐업
2042,2018-08-31,3,2021-04-29,24.75,서구,마드슈,2,972,2,1,6,폐업
2043,2020-07-29,3,2021-07-12,25.9,서구,맥커피숍,2,348,2,1,6,폐업
2044,2018-12-19,3,2021-07-12,67.4,서구,다람이 곳간,2,936,2,3,6,폐업
2045,2018-12-14,3,2019-11-14,9.0,서구,쿠잉커피,2,335,2,1,6,폐업
2046,2020-10-08,3,2021-09-17,26.86,남구,닐라(NILLA),2,344,2,1,1,폐업
2047,2020-11-12,3,2021-05-14,29.26,남구,잇츠(It's),2,183,2,2,1,폐업
2048,2021-03-05,3,2021-09-14,65.01,남구,더크(durk),2,193,2,3,1,폐업
2049,2021-04-02,3,2021-07-26,32.23,남구,구르메,2,115,2,2,1,폐업
2050,2018-11-01,3,2019-10-24,73.14,남구,아마도커피앤도넛,2,357,2,3,1,폐업
2051,2018-10-15,3,2021-05-14,112.13,남구,미소마카롱,1,942,2,4,1,폐업
2052,2018-12-28,3,2019-10-25,33.59,남구,히어로즈(HereRose),2,301,2,2,1,폐업
2053,2018-11-06,3,2019-11-19,32.0,남구,어글리샵,2,378,2,2,1,폐업
2054,2018-11-23,3,2019-11-13,117.53,남구,몰랑몰랑슬라임카페,2,355,2,4,1,폐업
2055,2016-05-12,3,2016-08-17,42.93,남구,산타클라라,2,97,2,2,1,폐업
2056,2016-05-13,3,2018-12-11,32.44,남구,쉐누,2,942,2,2,1,폐업
2057,2016-05-19,3,2020-02-04,27.88,남구,프랑프랑도넛,2,1356,2,1,1,폐업
2058,2016-06-07,3,2019-08-26,31.19,남구,씨밀레,2,1175,2,2,1,폐업
2059,2016-06-15,3,2018-12-31,5.21,남구,휴카페다,2,929,2,1,1,폐업
2060,2015-03-19,3,2020-05-15,13.4,남구,지니커피,2,1884,2,1,1,폐업
2061,2019-07-18,3,2021-03-09,35.9,남구,시커먼스,2,600,2,2,1,폐업
2062,2019-10-07,3,2021-04-13,37.77,남구,느린오후,2,554,2,2,1,폐업
2063,2020-02-21,3,2021-04-26,38.4,남구,디멘션(dimansion),2,430,2,2,1,폐업
2064,2002-12-13,3,2003-08-05,96.0,남구,필커피,2,235,2,4,1,폐업
2065,2018-04-25,3,2020-01-29,23.61,남구,소예루,2,644,2,1,1,폐업
2066,2018-09-06,3,2019-11-05,17.09,남구,달콤블러썸,2,425,2,1,1,폐업
2067,2020-06-04,3,2021-04-19,28.07,남구,커피베테랑앤피자,2,319,2,1,1,폐업
2068,2020-04-20,3,2021-04-01,30.95,남구,옴뇸뇸과자점,2,346,1,2,1,폐업
2069,2020-05-28,3,2021-07-12,39.23,남구,밀마커피,2,410,2,2,1,폐업
2070,2018-08-22,3,2019-11-12,44.1,남구,씨크,2,447,2,2,1,폐업
2071,2018-08-31,3,2019-10-21,50.84,남구,오늘내일,2,416,2,3,1,폐업
2072,2020-06-30,3,2021-09-06,39.11,남구,카페벨로이,2,433,2,2,1,폐업
2073,2021-05-18,3,2021-09-24,40.67,남구,쉘터(SHELTER),2,129,2,2,1,폐업
2074,2020-09-04,3,2021-01-05,122.7,남구,카페꽃담,2,123,2,4,1,폐업
2075,2015-10-13,3,2020-12-30,37.2,남구,세컨블럭(Second block),2,1905,2,2,1,폐업
2076,2015-03-05,3,2020-05-01,6.44,남구,로미네카페,2,1884,2,1,1,폐업
2077,2015-03-11,3,2015-06-05,91.8,남구,타임레스,2,86,2,4,1,폐업
2078,2015-03-17,3,2015-09-01,108.76,남구,카페블루,2,168,2,4,1,폐업
2079,2015-06-10,3,2019-06-28,33.2,남구,까페우토리,2,1479,2,2,1,폐업
2080,2015-10-16,3,2018-02-23,115.3,남구,카페카프리,2,861,2,4,1,폐업
2081,2015-10-19,3,2018-01-08,32.5,남구,향기로운커피,2,812,2,2,1,폐업
2082,2015-10-21,3,2016-05-24,25.6,남구,소소한아지트,2,216,2,1,1,폐업
2083,2015-10-27,3,2019-08-08,22.5,남구,굿모닝(신관점),2,1381,1,1,1,폐업
2084,2015-11-03,3,2018-01-15,42.6,남구,라움플라워까페,2,804,2,2,1,폐업
2085,2015-11-10,3,2019-12-30,65.44,남구,와우커피,2,1511,2,3,1,폐업
2086,2015-11-16,3,2016-12-29,17.1,남구,세븐일레븐대구성당로점,2,409,1,1,1,폐업
2087,2015-11-23,3,2021-03-02,25.3,남구,알통커피,2,1926,2,1,1,폐업
2088,2015-11-26,3,2016-08-09,9.0,남구,커매진,2,257,2,1,1,폐업
2089,2015-11-30,3,2019-01-25,25.9,남구,덕영커피,2,1152,2,1,1,폐업
2090,2015-12-03,3,2020-12-21,33.4,남구,금토끼,2,1845,2,2,1,폐업
2091,2011-09-26,3,2015-03-16,6.0,남구,미니커피(mini coffee),2,1267,2,1,1,폐업
2092,2011-09-28,3,2015-04-22,22.94,남구,다다버니,2,1302,2,1,1,폐업
2093,2015-12-28,3,2017-10-24,19.5,남구,다인주(DAINJOO),2,666,2,1,1,폐업
2094,2016-01-18,3,2020-02-28,40.9,남구,카페달(CAFEDAL1998),2,1502,2,2,1,폐업
2095,2011-10-24,3,2012-03-22,35.58,남구,로즈(RHODES),2,150,2,2,1,폐업
2096,2011-12-12,3,2011-12-21,109.84,남구,커피포빈스(Coffee Forbeans),2,9,2,4,1,폐업
2097,2011-12-14,3,2019-04-22,21.6,남구,카페티엔느,2,2686,2,1,1,폐업
2098,2012-01-05,3,2015-10-28,16.74,남구,작은갤러리,2,1392,2,1,1,폐업
2099,2012-01-17,3,2017-03-06,86.87,남구,아라마크(주)카페베네,2,1875,2,4,1,폐업
2100,2012-01-18,3,2013-01-15,56.16,남구,커피톡,2,363,2,3,1,폐업
2101,2012-01-18,3,2019-01-30,288.14,남구,스타벅스대구앞산점,1,2569,1,4,1,폐업
2102,2014-06-05,3,2019-03-28,36.02,남구,앞산다방,2,1757,2,2,1,폐업
2103,2014-06-11,3,2020-06-26,37.65,남구,컴홈,2,2207,2,2,1,폐업
2104,2015-01-05,3,2016-10-21,63.64,남구,화이트고릴라커피,2,655,2,3,1,폐업
2105,2014-06-27,3,2018-01-17,35.4,남구,카페디예인,2,1300,2,2,1,폐업
2106,2014-07-01,3,2017-04-14,267.9,남구,카페산,2,1018,2,4,1,폐업
2107,2014-07-02,3,2019-08-05,42.9,남구,커피리안,2,1860,2,2,1,폐업
2108,2015-06-12,3,2018-08-28,47.9,남구,물베기마을쉼터,2,1173,2,3,1,폐업
2109,2015-06-15,3,2016-12-27,14.4,남구,케이엔제이(K&J),2,561,2,1,1,폐업
2110,2014-09-29,3,2016-05-16,60.8,남구,엘모,2,595,2,3,1,폐업
2111,2014-09-30,3,2015-09-21,41.9,남구,마이티카페33,2,356,2,2,1,폐업
2112,2014-10-07,3,2020-08-11,94.7,남구,포르테커피,2,2135,2,4,1,폐업
2113,2014-11-05,3,2014-12-17,55.1,남구,하하호호(HaHaHoHo),2,42,2,3,1,폐업
2114,2014-11-07,3,2018-01-17,23.8,남구,더치점빵,2,1167,1,1,1,폐업
2115,2015-10-01,3,2018-03-08,81.9,남구,투데이로스팅커피,2,889,2,4,1,폐업
2116,2015-10-07,3,2019-01-09,14.0,남구,두에(Due),2,1190,2,1,1,폐업
2117,2016-03-03,3,2019-12-11,97.1,남구,프로그(FROG),2,1378,2,4,1,폐업
2118,2016-03-09,3,2020-10-07,72.56,남구,이층집,2,1673,2,3,1,폐업
2119,2016-03-14,3,2018-01-17,56.99,남구,커피식스쥬스식스봉덕점,2,674,1,3,1,폐업
2120,2011-07-15,3,2014-07-29,57.61,남구,카페마노,2,1110,2,3,1,폐업
2121,2011-08-08,3,2012-01-30,88.47,남구,라메종드슈크레,2,175,2,4,1,폐업
2122,2011-08-29,3,2014-02-14,22.28,남구,핫도그U,2,900,2,1,1,폐업
2123,2004-05-20,3,2009-10-30,23.73,남구,본솔,2,1989,2,1,1,폐업
2124,2012-03-22,3,2013-04-11,24.5,남구,홍커피(HONG COFFEE N COOKIE),2,385,2,1,1,폐업
2125,2014-04-01,3,2014-07-15,33.0,남구,커피가좋아,2,105,2,2,1,폐업
2126,2009-04-29,3,2014-08-04,148.48,남구,세렌디피티,2,1923,2,4,1,폐업
2127,2009-04-30,3,2010-02-22,11.34,남구,본관뚜레쥬르,2,298,2,1,1,폐업
2128,2014-07-10,3,2017-10-10,78.9,남구,엔젤엔틱,2,1188,2,3,1,폐업
2129,2014-07-21,3,2017-01-19,54.56,남구,블리스커피코,2,913,2,3,1,폐업
2130,2014-08-07,3,2020-04-03,183.72,남구,드롭탑앞산점,1,2066,1,4,1,폐업
2131,2014-08-19,3,2016-03-02,29.53,남구,안커피,2,561,2,2,1,폐업
2132,2014-08-25,3,2015-06-02,40.4,남구,해피스토리카페,2,281,2,2,1,폐업
2133,2014-09-24,3,2017-10-20,45.9,남구,더블인스,2,1122,2,2,1,폐업
2134,2014-09-24,3,2019-02-08,86.28,남구,카페드림계명대학교쉐턱관점,2,1598,1,4,1,폐업
2135,2009-11-16,3,2011-10-25,32.57,남구,정도너츠,2,708,2,2,1,폐업
2136,2014-11-14,3,2015-03-25,115.0,남구,비브라이언더치이야기,2,131,2,4,1,폐업
2137,2014-12-16,3,2015-06-24,194.77,남구,모든커피,2,190,2,4,1,폐업
2138,2014-12-24,3,2019-05-16,52.5,남구,커피생각,2,1604,2,3,1,폐업
2139,2015-09-02,3,2019-08-07,124.7,남구,앞산자락카페마실,2,1435,2,4,1,폐업
2140,2015-09-11,3,2020-03-31,138.18,남구,두앤,2,1663,2,4,1,폐업
2141,2015-09-15,3,2016-01-25,57.5,남구,산위에서부는바람,2,132,2,3,1,폐업
2142,2013-11-29,3,2014-08-06,29.53,남구,안커피,2,250,2,2,1,폐업
2143,2013-12-03,3,2016-06-15,24.5,남구,라라파이,2,925,2,1,1,폐업
2144,2013-12-16,3,2015-01-26,24.9,남구,카페찻집,2,406,2,1,1,폐업
2145,2008-09-12,3,2010-08-24,105.46,남구,에커피,2,711,2,4,1,폐업
2146,2008-11-07,3,2018-03-05,97.04,남구,상떼,2,3405,2,4,1,폐업
2147,2014-05-13,3,2016-03-22,127.58,남구,엔제리너스앞산네거리점,2,679,1,4,1,폐업
2148,2014-05-21,3,2018-02-21,60.26,남구,공구라이더스카페,2,1372,2,3,1,폐업
2149,2014-05-23,3,2019-12-20,19.6,남구,커피(coffee)207,2,2037,2,1,1,폐업
2150,2014-05-23,3,2021-05-10,61.62,남구,드플로르,2,2544,2,3,1,폐업
2151,2009-10-30,3,2018-07-18,37.0,남구,프렌즈,2,3183,2,2,1,폐업
2152,2009-11-04,3,2010-01-22,21.08,남구,포레스트,2,79,2,1,1,폐업
2153,2014-05-29,3,2018-02-12,58.0,남구,타로카페,2,1355,2,3,1,폐업
2154,2014-06-03,3,2017-12-11,93.5,남구,커피와강아지,2,1287,2,4,1,폐업
2155,2015-04-30,3,2017-07-19,70.6,남구,동키,2,811,2,3,1,폐업
2156,2015-05-13,3,2021-05-03,58.58,남구,대가대병원투썸플레이스,2,2182,2,3,1,폐업
2157,2015-05-14,3,2018-07-19,23.0,남구,다다버니,2,1162,2,1,1,폐업
2158,2015-05-18,3,2016-10-31,25.2,남구,프렌치5도,2,532,2,1,1,폐업
2159,2015-06-02,3,2021-01-05,49.4,남구,가실마루,2,2044,2,3,1,폐업
2160,2010-10-04,3,2010-10-27,95.25,남구,카페아이리스,2,23,2,4,1,폐업
2161,2011-03-25,3,2012-09-19,8.79,남구,훼미리마트대구봉덕점,2,544,1,1,1,폐업
2162,2011-03-30,3,2014-06-17,149.41,남구,마사커피영대병원대명점,2,1175,1,4,1,폐업
2163,2011-04-29,3,2013-03-18,116.62,남구,밴디트,1,689,2,4,1,폐업
2164,2015-06-29,3,2021-02-08,25.7,남구,달콩커피,2,2051,2,1,1,폐업
2165,2015-07-17,3,2018-09-18,57.6,남구,일구팔삼차,2,1159,2,3,1,폐업
2166,2015-08-05,3,2017-02-10,28.2,남구,커피더쿠,2,555,2,1,1,폐업
2167,2015-08-06,3,2016-01-20,30.1,남구,민스크,2,167,2,2,1,폐업
2168,2011-06-08,3,2012-08-14,84.48,남구,뜰이보이는찻집,2,433,2,4,1,폐업
2169,2011-06-20,3,2016-12-26,297.58,남구,(주)다빈치앞산충혼점,2,2016,1,4,1,폐업
2170,2011-07-04,3,2015-02-25,32.09,남구,에스메랄다,2,1332,2,2,1,폐업
2171,2010-11-26,3,2017-01-19,45.98,남구,카페예람,2,2246,2,2,1,폐업
2172,2010-12-02,3,2012-11-15,28.94,남구,까페쉼표,2,714,2,2,1,폐업
2173,2010-12-16,3,2011-11-30,24.69,남구,에소까페,2,349,2,1,1,폐업
2174,2011-03-18,3,2014-01-20,18.62,남구,엔젤하우스,2,1039,2,1,1,폐업
2175,2013-01-28,3,2013-09-25,28.49,남구,가비(Gabi),2,240,2,2,1,폐업
2176,2013-02-20,3,2017-01-19,23.1,남구,커피라온,2,1429,2,1,1,폐업
2177,2013-02-25,3,2014-01-16,103.6,남구,커퍼마사이,2,325,2,4,1,폐업
2178,2013-08-26,3,2015-09-16,34.02,남구,카페마마,2,751,2,2,1,폐업
2179,2002-09-11,3,2003-03-27,47.52,남구,앞산약차,2,197,2,3,1,폐업
2180,2002-10-17,3,2004-12-16,25.42,남구,가향,2,791,2,1,1,폐업
2181,2002-10-29,3,2005-08-01,77.38,남구,카페이.에스.이,2,1007,2,3,1,폐업
2182,2002-12-18,3,2003-11-24,43.0,남구,제이콥스,2,341,2,2,1,폐업
2183,2003-04-11,3,2006-05-16,65.78,남구,동우커피숍,2,1131,2,3,1,폐업
2184,2013-11-14,3,2015-08-18,31.3,남구,카페채가,2,642,2,2,1,폐업
2185,2013-11-14,3,2019-03-05,291.3,남구,투썸플레이스봉덕점,2,1937,1,4,1,폐업
2186,2013-11-22,3,2018-09-03,67.58,남구,하이점핑,2,1746,1,3,1,폐업
2187,2013-07-17,3,2016-02-03,24.5,남구,어쿠스틱커피,2,931,2,1,1,폐업
2188,2013-07-29,3,2014-06-19,39.83,남구,허니비(Honey Bee),2,325,2,2,1,폐업
2189,2013-08-09,3,2019-06-14,30.24,남구,더커피(TheCoffee),2,2135,2,2,1,폐업
2190,2013-08-12,3,2016-08-18,245.86,남구,파스쿠찌대구서부점,2,1102,1,4,1,폐업
2191,2014-01-24,3,2016-03-03,38.4,남구,커피앤푸얼,2,769,2,2,1,폐업
2192,2014-02-13,3,2019-07-08,93.15,남구,핸즈커피영대병원역점,2,1971,1,4,1,폐업
2193,2014-02-26,3,2014-05-28,300.15,남구,민트고래,2,91,2,4,1,폐업
2194,2010-08-10,3,2016-09-27,18.95,남구,(주)푸디아,2,2240,2,1,1,폐업
2195,2009-07-24,3,2009-11-10,91.26,남구,아미띠에,2,109,2,4,1,폐업
2196,2009-08-07,3,2013-05-06,10.97,남구,노블리안,2,1368,2,1,1,폐업
2197,2009-08-14,3,2010-03-26,31.88,남구,본,2,224,2,2,1,폐업
2198,2009-09-04,3,2016-05-19,25.8,남구,요거프레소,2,2449,2,1,1,폐업
2199,2010-10-18,3,2019-04-02,27.24,남구,카페체리,2,3088,2,1,1,폐업
2200,2013-11-12,3,2018-01-16,51.1,남구,투데이로스팅커피,2,1526,2,3,1,폐업
2201,2008-12-08,3,2009-10-16,51.17,남구,마음편한집,2,312,2,3,1,폐업
2202,2008-04-03,3,2019-12-30,65.8,남구,카페토디,2,4288,2,3,1,폐업
2203,2008-05-21,3,2011-06-30,24.14,남구,하트인커피,2,1135,2,1,1,폐업
2204,2014-01-13,3,2015-04-23,58.1,남구,킹커피,2,465,2,3,1,폐업
2205,2009-03-16,3,2010-12-28,51.44,남구,커피유,2,652,2,3,1,폐업
2206,2014-03-07,3,2014-12-31,59.25,남구,이디야커피대구교대점,2,299,1,3,1,폐업
2207,2010-06-07,3,2011-10-21,19.09,남구,에스빈,2,501,2,1,1,폐업
2208,2010-07-05,3,2012-11-12,47.96,남구,까사델지오,2,861,2,3,1,폐업
2209,2002-05-13,3,2016-06-01,41.24,남구,커피준,2,5133,2,2,1,폐업
2210,2002-06-17,3,2004-03-26,54.54,남구,베어커피숍,2,648,2,3,1,폐업
2211,2016-07-11,3,2019-01-29,29.58,남구,2046,2,932,2,2,1,폐업
2212,2016-07-22,3,2018-01-25,20.22,남구,페러슈트,2,552,2,1,1,폐업
2213,2016-08-02,3,2017-11-29,34.96,남구,곁에,2,484,2,2,1,폐업
2214,1986-06-27,3,2014-06-09,101.5,남구,백설커피숍,2,10209,2,4,1,폐업
2215,2007-10-29,3,2016-12-13,34.66,남구,베네치아커피,2,3333,2,2,1,폐업
2216,2007-10-30,3,2017-05-26,115.04,남구,슬립리스인시애틀명덕점,2,3496,1,4,1,폐업
2217,2013-09-10,3,2015-09-17,50.4,남구,아이스본,2,737,2,3,1,폐업
2218,2013-09-11,3,2016-12-27,50.6,남구,카리타스무지개사업단커피다,2,1203,2,3,1,폐업
2219,2013-10-15,3,2018-11-05,65.35,남구,카페디큐엘,2,1847,2,3,1,폐업
2220,2006-10-16,3,2013-05-20,40.48,남구,브리스톳,2,2408,2,2,1,폐업
2221,2005-01-14,3,2015-05-12,15.0,남구,로스팅로보,2,3770,2,1,1,폐업
2222,2012-06-26,3,2017-06-01,43.09,남구,제이콥스웰커피,2,1801,2,2,1,폐업
2223,2012-08-20,3,2012-11-27,31.88,남구,카페본,2,99,2,2,1,폐업
2224,2012-09-18,3,2014-05-27,93.5,남구,커피와강아지,2,616,2,4,1,폐업
2225,2012-11-06,3,2016-12-23,20.93,남구,더폴락명태,2,1508,2,1,1,폐업
2226,2012-03-12,3,2014-06-11,37.6,남구,티커피,2,821,2,2,1,폐업
2227,2012-04-09,3,2014-01-20,28.48,남구,비네아트,2,651,2,2,1,폐업
2228,2012-04-10,3,2014-12-31,168.0,남구,달콤커피경북예고점,1,995,1,4,1,폐업
2229,2012-04-27,3,2014-02-19,44.97,남구,카페시드,2,663,2,2,1,폐업
2230,2016-07-06,3,2020-03-31,30.89,남구,카페스쿨(CAFESCHOOL),2,1364,2,2,1,폐업
2231,2012-05-07,3,2014-07-17,33.63,남구,매직카페,2,801,2,2,1,폐업
2232,2012-05-11,3,2012-07-09,31.54,남구,루머팡,2,59,2,2,1,폐업
2233,2012-05-14,3,2012-07-26,73.71,남구,커피코커피(coffeeco coffee),2,73,2,3,1,폐업
2234,2012-06-01,3,2012-10-12,45.03,남구,가든커피숍,2,133,2,2,1,폐업
2235,2012-06-18,3,2015-11-06,82.31,남구,로드앤스토리,2,1236,2,4,1,폐업
2236,1972-01-28,3,2013-09-09,75.0,남구,안지커피숍,2,15200,2,3,1,폐업
2237,1975-09-03,3,2020-10-27,80.96,남구,라온제나,2,16491,2,3,1,폐업
2238,2007-11-23,3,2009-12-28,30.42,남구,시애틀의잠못이루는밤안지랑점,2,766,1,2,1,폐업
2239,2008-02-04,3,2013-04-02,44.98,남구,에스프레소콘빠냐,2,1884,2,2,1,폐업
2240,2006-11-10,3,2016-12-19,31.07,남구,다빈치커피전문점대봉교점,2,3692,1,2,1,폐업
2241,2013-04-09,3,2020-08-31,43.82,남구,새벽별,2,2701,2,2,1,폐업
2242,2013-04-12,3,2018-11-21,33.6,남구,식후땡,2,2049,2,2,1,폐업
2243,2013-07-04,3,2021-04-27,227.6,남구,빈스빈스커피,1,2854,2,4,1,폐업
2244,2005-10-27,3,2011-04-27,6.84,남구,요거프레소,2,2008,2,1,1,폐업
2245,2005-11-04,3,2018-01-16,43.49,남구,봉봉커피,2,4456,2,2,1,폐업
2246,2012-11-21,3,2016-12-19,78.7,남구,카페프레도,2,1489,2,3,1,폐업
2247,2012-11-27,3,2014-09-24,41.92,남구,어느날의커피,2,666,2,2,1,폐업
2248,2012-12-05,3,2015-01-16,247.5,남구,주커피대구서부점,2,772,1,4,1,폐업
2249,2012-12-17,3,2015-03-31,210.38,남구,커피미스터프랭크,1,834,2,4,1,폐업
2250,2012-12-18,3,2016-12-13,148.87,남구,슬립리스인시애틀앞산점,2,1456,1,4,1,폐업
2251,2013-01-11,3,2013-09-02,19.06,남구,아이러브커피(I love coffee),2,234,2,1,1,폐업
2252,2008-05-26,3,2017-07-13,17.4,남구,지커피전문점,2,3335,1,1,1,폐업
2253,2016-09-28,3,2020-11-11,90.28,남구,타쎄카페,2,1505,2,4,1,폐업
2254,2016-10-20,3,2018-01-25,98.63,남구,로그,2,462,2,4,1,폐업
2255,2016-11-07,3,2017-03-16,21.73,남구,커피엔아로마,2,129,2,1,1,폐업
2256,2016-12-09,3,2017-05-19,49.4,남구,파라도581(parado581),2,161,2,3,1,폐업
2257,2016-12-12,3,2019-12-31,87.35,남구,카페드오월(cafe de owol),2,1114,2,4,1,폐업
2258,2017-01-02,3,2019-12-13,30.33,남구,큰사랑문화센터카페,2,1075,2,2,1,폐업
2259,2017-01-12,3,2017-07-03,22.32,남구,어쿠스틱커피,2,172,2,1,1,폐업
2260,2017-02-08,3,2017-12-29,145.9,남구,메이크유,2,324,2,4,1,폐업
2261,2017-02-08,3,2018-03-19,151.57,남구,달콤한하루(daldalcoffee)경북예고점,2,404,1,4,1,폐업
2262,2017-03-29,3,2019-01-14,127.3,남구,오더블유엘,2,656,2,4,1,폐업
2263,2018-03-28,3,2018-04-23,64.4,남구,하늘아래까페,2,26,2,3,1,폐업
2264,2018-04-09,3,2020-05-29,41.96,남구,텀브커피,2,781,2,2,1,폐업
2265,2018-03-06,3,2019-12-30,26.76,남구,꼬모맨션,2,664,2,1,1,폐업
2266,2018-03-13,3,2020-02-18,19.56,남구,키오키(kioki),2,707,2,1,1,폐업
2267,2019-07-22,3,2020-01-06,42.67,남구,베니떼익스프레스,2,168,2,2,1,폐업
